,loss,accuracy,val_loss,val_accuracy,lr
0,3.1890485286712646,0.6164407134056091,0.8710936307907104,0.5353982448577881,0.0010000000474974513
1,0.907220721244812,0.6393812894821167,0.8590087890625,0.6349557638168335,0.0010000000474974513
2,0.7103374004364014,0.6409454345703125,0.6875143051147461,0.6246312856674194,0.0010000000474974513
3,0.596315860748291,0.6795272827148438,0.5220157504081726,0.728613555431366,0.0010000000474974513
4,0.5774660706520081,0.694473385810852,0.5529123544692993,0.7205014824867249,0.0010000000474974513
5,0.5656669735908508,0.7054223418235779,0.5244482755661011,0.7087020874023438,0.0010000000474974513
6,0.5548863410949707,0.7221063375473022,0.5326273441314697,0.748525083065033,0.0010000000474974513
7,0.5357829928398132,0.7292318344116211,0.5302608609199524,0.716076672077179,0.0010000000474974513
8,0.5069260597229004,0.7375738620758057,0.5105029344558716,0.7529498338699341,0.0010000000474974513
9,0.4988612234592438,0.7584289312362671,0.5374546051025391,0.7182890772819519,0.0010000000474974513
10,0.4815532863140106,0.7758081555366516,0.5736507773399353,0.6924778819084167,0.0010000000474974513
11,0.48437580466270447,0.7768508791923523,0.4854917824268341,0.7876105904579163,0.0010000000474974513
12,0.46680358052253723,0.7839763760566711,0.4579099118709564,0.7920354008674622,0.0010000000474974513
13,0.45158281922340393,0.7944039106369019,0.4728218913078308,0.7942478060722351,0.0010000000474974513
14,0.44397884607315063,0.802050769329071,0.4460435211658478,0.7979351282119751,0.0010000000474974513
15,0.4371430277824402,0.8029196858406067,0.4374004304409027,0.8075221180915833,0.0010000000474974513
16,0.4254571795463562,0.807090699672699,0.4595929682254791,0.8023598790168762,0.0010000000474974513
17,0.4242621958255768,0.8123044967651367,0.4823300540447235,0.771386444568634,0.0010000000474974513
18,0.4181617498397827,0.807438313961029,0.4305418133735657,0.8023598790168762,0.0010000000474974513
19,0.40152648091316223,0.8154327273368835,0.41350552439689636,0.8230088353157043,0.0005000000237487257
20,0.3983565866947174,0.8178658485412598,0.4142695963382721,0.8163716793060303,0.0005000000237487257
21,0.38999032974243164,0.827250599861145,0.4029059410095215,0.8274336457252502,0.0005000000237487257
22,0.37590664625167847,0.8267292380332947,0.3959132730960846,0.8362832069396973,0.0005000000237487257
23,0.3846149444580078,0.8291622996330261,0.3994467854499817,0.8348082304000854,0.0005000000237487257
24,0.38881757855415344,0.8275982141494751,0.41712793707847595,0.8075221180915833,0.0005000000237487257
25,0.37735697627067566,0.8303788900375366,0.4589221775531769,0.8134218454360962,0.0005000000237487257
26,0.37638652324676514,0.8293361067771912,0.39041244983673096,0.8318583965301514,0.0002500000118743628
27,0.3714183270931244,0.8338547348976135,0.39557307958602905,0.8421828746795654,0.0002500000118743628
28,0.36044177412986755,0.836287796497345,0.38387054204940796,0.8355457186698914,0.0002500000118743628
29,0.3645833730697632,0.8317692279815674,0.39655041694641113,0.8384955525398254,0.0002500000118743628
30,0.3617047667503357,0.8402850031852722,0.38586488366127014,0.8377581238746643,0.0002500000118743628
31,0.34856557846069336,0.8428918719291687,0.3754340708255768,0.8421828746795654,0.0001250000059371814
32,0.35368630290031433,0.840111255645752,0.38269278407096863,0.8436577916145325,0.0001250000059371814
33,0.35066255927085876,0.8383733034133911,0.37926939129829407,0.8429203629493713,0.0001250000059371814
34,0.3448561728000641,0.8394160866737366,0.37796416878700256,0.8451327681541443,0.0001250000059371814
35,0.3457672595977783,0.8449773788452148,0.3824237883090973,0.8517699241638184,0.0001250000059371814
36,0.34890446066856384,0.8475843071937561,0.38158419728279114,0.8473451137542725,0.0001250000059371814
37,0.34591105580329895,0.840111255645752,0.38488540053367615,0.8495575189590454,0.0001250000059371814
38,0.34004420042037964,0.8498435616493225,0.38338491320610046,0.8517699241638184,0.0001250000059371814
39,0.3360894024372101,0.8481056690216064,0.3828833997249603,0.8451327681541443,6.25000029685907e-05
40,0.3401850461959839,0.8448036313056946,0.37358224391937256,0.8443952798843384,6.25000029685907e-05
41,0.3348979949951172,0.8517553210258484,0.3713058531284332,0.8473451137542725,6.25000029685907e-05
42,0.33708932995796204,0.8514077067375183,0.370048463344574,0.8473451137542725,3.125000148429535e-05
43,0.33395349979400635,0.8512338995933533,0.37170037627220154,0.8473451137542725,3.125000148429535e-05
44,0.33151575922966003,0.8491483926773071,0.3721758723258972,0.8480826020240784,3.125000148429535e-05
45,0.33698973059654236,0.8501911759376526,0.37116700410842896,0.8473451137542725,1.5625000742147677e-05
46,0.33359354734420776,0.8498435616493225,0.3699011206626892,0.8510324358940125,1.5625000742147677e-05
47,0.3398478031158447,0.8489746451377869,0.36969009041786194,0.8473451137542725,1.5625000742147677e-05
48,0.33759409189224243,0.8521028757095337,0.3696526885032654,0.8473451137542725,9.999999747378752e-06
49,0.33120813965797424,0.8514077067375183,0.36959999799728394,0.8473451137542725,9.999999747378752e-06
